reaction,EX_INDIRUBIN_LPAREN_e_RPAREN_
MN2tpp,-0.0003626815123516216
MN6PP,0.0
MNLptspp,0.0
MNLtex,0.0
MNNH,0.0
MNt2pp,0.0
MNtex,1.069961080215131e-35
MOADSUx,-0.00025613397688508153
MOAT,-0.01021176773417243
MOAT2,-0.01021176773417243
MOAT3C,0.0
MOBDabcpp,-6.770754716839246e-05
MOBDtex,-2.6749027005378274e-36
MOCDS,0.0
MOCOS,-6.403349422127038e-05
MOGDS,0.0
MOHMT,-0.0003023220710779871
MOX,0.0
MPTAT,-0.00012806698844254077
MPTG,-0.008410477610564637
MPTG2,0.0
MPTS,-0.00012806698844254077
MPTSS,-0.00025613397688508153
MSAR,0.0
MSO3abcpp,0.0
MSO3tex,0.0
MTAN,0.0
MTHFC,0.005948584521320809
MTHFD,0.0
MTHFR2,-0.08101793384710602
MTHTHFSs,-0.00023531067896771177
MTRPOX,0.0
N2Otex,0.0
N2Otpp,0.0
NACODA,0.0
NACtex,0.0
NACtpp,0.0
NADDP,0.0
NADH10,0.0
NADH16pp,-8.39646901315174
NADH17pp,0.0
NADH18pp,0.0
NADH5,0.0
NADH9,0.0
NADK,-0.0002838746842632241
NADN,0.0
NADPHQR2,0.0
NADPHQR3,0.0
NADPHQR4,0.0
NADPPPS,-4.926016035434436e-05
NADS1,-0.0011956418019335466
NADTRHD,0.0
NAMNPP,0.0
NAt3_1p5pp,0.0
NAt3_2pp,0.0
NAt3pp,0.0
NAtex,0.0
NDPK1,1.0956401461402941e-32
NDPK2,-0.06458524201414176
NDPK3,-2.7391003653507353e-33
NDPK4,0.0
NDPK5,0.0
NDPK6,0.0
NDPK7,0.0
NDPK8,0.0
NH4tex,0.0
NH4tpp,0.0
NHFRBO,0.0
NI2abcpp,-3.1161422825385695e-05
NI2t3pp,0.0
NI2tex,-5.349805401075655e-36
NI2tpp,-0.00020069272309973266
NI2uabcpp,0.0
NMNAT,0.0
NMNDA,0.0
NMNN,0.0
NMNPtpp,0.0
NMNt7pp,0.0
NMNtex,0.0
NNAM,0.0
NNATr,0.0
NNDMBRT,0.0
NNDPR,-0.0011956418019335466
NO2t2rpp,0.0
NO2tex,0.0
NO3R1bpp,0.0
NO3R1pp,0.0
NO3R2bpp,0.0
NO3R2pp,0.0
NO3t7pp,0.0
NO3tex,0.0
NODOx,0.0
NODOy,0.0
NOVBCNtex,0.0
NOVBCNtpp,0.0
NOtex,0.0
NOtpp,0.0
NTD1,0.0
NTD10,-0.014387025869458255
NTD10pp,0.0
NTD11,0.0
NTD11pp,0.0
NTD12,0.0
NTD12pp,0.0
NTD1pp,0.0
NTD2,0.0
NTD2pp,0.0
NTD3,0.0
NTD3pp,0.0
NTD4,0.0
NTD4pp,0.0
NTD5,0.0
NTD5pp,0.0
NTD6,0.0
NTD6pp,0.0
NTD7,0.0
NTD7pp,0.0
NTD8,0.0
NTD8pp,0.0
NTD9,0.0
NTD9pp,0.0
NTP1,0.0
NTP10,0.0
NTP11,0.0
NTP12,0.0
NTP3,0.0
NTP3pp,0.0
NTP5,0.0
NTPP1,0.0
NTPP10,0.0
NTPP11,0.0
NTPP2,-0.015709651895738242
NTPP3,0.0
NTPP4,-0.004040083293061188
NTPP5,0.0
NTPP6,0.0
NTPP7,-0.0016866301412459105
NTPP8,-0.022576774959929758
NTPP9,0.0
NTPTP1,0.0
NTPTP2,0.0
NTRIR2x,0.0
NTRIR3pp,0.0
NTRIR4pp,0.0
O16A4COLIPAabctex,0.0
O16A4Lpp,0.0
O16AP1pp,0.0
O16AP2pp,0.0
O16AP3pp,0.0
O16AT,0.0
O16AUNDtpp,0.0
O16GALFT,0.0
O16GLCT1,0.0
O16GLCT2,0.0
O2Stex,0.0
O2tex,-0.043868918645879114
O2tpp,-0.043868918645879114
OAADC,0.0
OBTFL,0.0
OCBT,-0.12845395926332664
OCDCAtexi,0.0
OCDCEAtexi,0.0
OCTAtex,0.0
OCTDPS,-0.000117044829601177
OCTNLL,0.0
OGMEACPD,-1.3139352127506345e-06
OGMEACPR,-1.3139352127506345e-06
OGMEACPS,-1.3139352127506345e-06
OHPBAT,0.0
OHPHM,0.0
OMBZLM,0.0
OMCDC,-0.23646782118855053
OMMBLHX,0.0
OMMBLHX3,0.0
OMPDC,-0.17362262066332082
OMPHHX,0.0
OMPHHX3,0.0
OP4ENH,0.0
OPHBDC,-0.000117044829601177
OPHHX,-6.158835199743296e-05
OPHHX3,-5.545647760374408e-05
OPMEACPD,-1.3139352127506345e-06
OPMEACPR,-1.3139352127506345e-06
OPMEACPS,-1.3139352127506345e-06
ORNDC,0.0
ORNabcpp,0.0
ORNtex,0.0
OROTt2_2pp,0.0
OROTtex,0.0
ORPT,0.0
OXAMTC,0.0
OXCDC,0.0
OXCOAHDH,0.0
OXDHCOAT,0.0
P5CD,-0.02436063701825158
P5CR,-0.11602396774658134
PA120abcpp,0.0
PA140abcpp,0.0
PA141abcpp,0.0
PA160abcpp,0.0
PA161abcpp,0.0
PA180abcpp,0.0
PA181abcpp,0.0
PACALDt2rpp,0.0
PACALDtex,0.0
PACCOAE,0.0
PACCOAL,0.0
PANTS,-0.0003023220710779802
PAPA120,0.0
PAPA120pp,0.0
PAPA140,0.0
PAPA140pp,0.0
PAPA141,0.0
PAPA141pp,0.0
PAPA160,0.0
PAPA160pp,0.0
PAPA161,0.0
PAPA161pp,0.0
PAPA180,0.0
PAPA180pp,0.0
PAPA181,0.0
PAPA181pp,0.0
PAPPT3,-0.016820955221129273
PAPSR,-0.13009960716771057
PAPSR2,0.0
PDE1,0.0
PDE4,0.0
PDH,-2.8514072170380858
PDX5PO2,-0.00011704482960117453
PDX5POi,0.0
PDX5PS,-0.00011704482960117453
PDXPP,0.0
PE120abcpp,0.0
PE140abcpp,0.0
PE141abcpp,0.0
PE160abcpp,-0.02707705991309134
PE161abcpp,-0.01241115400186531
PE180abcpp,0.0
PE181abcpp,0.0
PEAMNOpp,0.0
PEAMNtex,0.0
PERD,0.0
PETNT161pp,0.0
PETNT181pp,0.0
PFK,-2.1650657554834805
PFK_2,0.0
PFK_3,2.1912802922805882e-32
PFL,0.0
PG120abcpp,0.0
PG140abcpp,0.0
PG141abcpp,0.0
PG160abcpp,0.0
PG161abcpp,0.0
PG180abcpp,0.0
PG181abcpp,0.0
PGAMT,0.0
PGCD,-0.9654863995665496
PGI,-1.6646647574879808e-16
PGK,0.0
PGL,0.0
PGLYCP,0.0
PGM,0.0
PGMT,0.0
PGP120abcpp,0.0
PGP140abcpp,0.0
PGP141abcpp,0.0
PGP160abcpp,0.0
PGP161abcpp,0.0
PGP180abcpp,0.0
PGP181abcpp,0.0
PGPP120,0.0
PGPP120pp,0.0
PGPP140,0.0
PGPP140pp,0.0
PGPP141,0.0
PGPP141pp,0.0
PGPP160,0.0
PGPP160pp,0.0
PGPP161,0.0
PGPP161pp,0.0
PGPP180,0.0
PGPP180pp,0.0
PGPP181,0.0
PGPP181pp,0.0
PGSA120,0.0
PGSA140,0.0
PGSA141,0.0
PGSA160,0.0
PGSA161,0.0
PGSA180,0.0
PGSA181,0.0
PHEMEabcpp,0.0
PHEMEtiex,0.0
PHETA1,0.0
PHETRS,0.0
PHEt2rpp,0.0
PHEtex,0.0
PHYTSpp,0.0
PIt2rpp,-0.13407475444484965
PItex,2.1912802922805882e-32
PIuabcpp,0.0
PLIPA1A120pp,0.0
PLIPA1A140pp,0.0
PLIPA1A141pp,0.0
PLIPA1A160pp,0.0
PLIPA1A161pp,0.0
PLIPA1A180pp,0.0
PLIPA1A181pp,0.0
PLIPA1E120pp,0.0
PLIPA1E140pp,0.0
PLIPA1E141pp,0.0
PLIPA1E160pp,-0.0029616260975955286
PLIPA1E161pp,-0.0013575032780951948
PLIPA1E180pp,0.0
PLIPA1E181pp,0.0
PLIPA1G120pp,0.0
PLIPA1G140pp,0.0
PLIPA1G141pp,0.0
PLIPA1G160pp,0.0
PLIPA1G161pp,0.0
PLIPA1G180pp,0.0
PLIPA1G181pp,0.0
PLIPA2A120pp,0.0
PLIPA2A140pp,0.0
PLIPA2A141pp,0.0
PLIPA2A160pp,0.0
PLIPA2A161pp,0.0
PLIPA2A180pp,0.0
PLIPA2A181pp,0.0
PLIPA2E120pp,0.0
PLIPA2E140pp,0.0
PLIPA2E141pp,0.0
PLIPA2E160pp,0.0
PLIPA2E161pp,0.0
PLIPA2E180pp,0.0
PLIPA2E181pp,0.0
PLIPA2G120pp,0.0
PLIPA2G140pp,0.0
PLIPA2G141pp,0.0
PLIPA2G160pp,0.0
PLIPA2G161pp,0.0
PLIPA2G180pp,0.0
PLIPA2G181pp,0.0
PMANM,0.0
PMDPHT,-0.00023408965920245362
PMEACPE,-1.3139352127506345e-06
PMPK,-0.00013855875309981544
PNTK,-0.0003023220710779802
PNTOt4pp,0.0
PNTOtex,0.0
POAACR,0.0
POR5,0.0028747809938321663
POX,0.0
PPA,-0.2400812833884396
PPA2,0.0
PPAKr,0.0
PPALtex,0.0
PPALtpp,0.0
PPAt4pp,0.0
PPAtex,0.0
PPBNGS,-0.0009363586368093962
PPC,-1.8424885269889586
PPCDC,-0.0003023220710779802
PPCK,-0.18755810880127594
PPCSCT,0.0
PPGPPDP,0.0
PPK2r,0.0
PPKr,0.0
PPM,0.0
PPM2,0.0
PPNCL2,-0.0003023220710779802
PPND,-0.07249378842907905
PPNDH,-0.09723905989265291
PPPGO,0.0
PPPGO3,-0.00011704482960117453
PPPNDO,0.0
PPPNt2rpp,0.0
PPPNtex,0.0
PPS,0.9590410915813012
PPTHpp,0.0
PPTtex,0.0
PRAGSr,-0.19916285557290972
PRAIS,-0.2826058896427485
PRAIi,2.8682231984627315
PRAMPC,-0.04972463258635011
PRASCSi,-0.28248884481314734
PRATPP,-0.04972463258635011
PRFGS,-0.2826058896427485
PRMICI,1.3695501826753676e-33
PROD2,0.0
PROGLYabcpp,0.0
PROGLYtex,0.0
PROTRS,0.0
PROabcpp,0.0
PROt2rpp,0.0
PROt4pp,-8.559688641721048e-35
PROtex,0.0
PRPPS,2.3750449912091938
PSCLYSt2pp,0.0
PSCLYStex,0.0
PSCVT,2.698022170822595
PSD120,0.0
PSD140,0.0
PSD141,0.0
PSD160,-0.03645534249297379
PSD161,-0.04083467733021511
PSD180,0.0
PSD181,0.0
PSERT,-0.9654863995665496
PSERtex,0.0
PSP_L,-0.9654863995665496
PSP_Lpp,0.0
PSSA120,0.0
PSSA140,0.0
PSSA141,0.0
PSSA160,-0.03645534249297378
PSSA161,-0.04083467733021512
PSSA180,0.0
PSSA181,0.0
PTA2,0.0
PTAr,0.0
PTHRpp,0.0
PTPATi,-0.0003023220710779802
PTRCORNt7pp,0.0
PTRCTA,-0.02192914781103617
PTRCabcpp,0.0
PTRCt2pp,0.0
PTRCtex,0.0
PUNP1,0.0
PUNP2,0.0
PUNP3,0.0
PUNP4,0.0
PUNP5,0.0
PUNP6,0.0
PUNP7,-0.014387025869458255
PYAM5PO,0.0
PYDAMK,0.0
PYDAMtex,0.0
PYDAMtpp,0.0
PYDXK,0.0
PYDXNK,0.0
PYDXNtex,0.0
PYDXNtpp,0.0
PYDXPP,0.0
PYDXtex,0.0
PYDXtpp,0.0
PYK,0.0
PYNP2r,0.0
PYROX,0.0
PYRt2rpp,0.0
PYRtex,0.0
QMO2,0.0
QMO3,0.0
QUIN2tex,0.0
QUIN2tpp,0.0
QUINDH,0.0
QULNS,-0.0011956418019335466
R15BPK,-0.013970577440815016
R1PK,-0.013970577440815016
R5PP,0.0
R5PPpp,0.0
R5Ptex,0.0
RBFK,-0.00011704482960140127
RBFSa,-0.00046817931840490725
RBFSb,-0.00023408965920245362
RBK,0.0
RBK_L1,0.0
RBP4E,0.0
REPHACCOAI,0.0
RFAMPtex,0.0
RFAMPtpp,0.0
RHAT1,0.0
RHCCE,-0.00023531067896771177
RIBabcpp,0.0
RIBtex,0.0
RMI,0.0
RMK,0.0
RMNtex,0.0
RMNtpp,0.0
RMPA,0.0
RNDR1,0.0
RNDR1b,0.0
RNDR2,0.0
RNDR2b,0.0
RNDR3,0.0
RNDR3b,0.0
RNDR4,0.0
RNDR4b,0.0
RNTR1c2,-0.013733609916342301
RNTR2c2,-0.014180269781771001
RNTR3c2,-0.015921754400208692
RNTR4c2,-0.011992125297904603
RPE,4.3825605845611765e-32
RPI,0.0
RZ5PP,0.0
S2FE2SR,0.0
S2FE2SS,0.0
S2FE2SS2,0.0
S2FE2ST,0.0
S4FE4SR,0.0
S4FE4ST,0.0
S7PI,0.0
SADH,-0.0019904078007931822
SADT2,-0.13009960716771057
SARCOX,0.0
SBTPD,0.0
SBTptspp,0.0
SBTtex,0.0
SCYSDS,0.0
SDPDS,-0.21653035698170647
SDPTA,0.0
SELCYSS,0.0
SELGTHR,0.0
SELGTHR2,0.0
SELGTHR3,0.0
SELNPS,0.0
SELR,0.0
SELtex,0.0
SELtpp,0.0
SEPHCHCS,0.0
SERASr,0.0
SERAT,0.0
SERD_D,0.0
SERD_L,0.0
SERTRS,0.0
SERTRS2,0.0
SERt2rpp,0.0
SERt4pp,0.0
SERtex,0.0
SFGTHi,0.0
SGDS,-0.0019904078007931822
SGSAD,-0.0019904078007931822
SHCHCS3,0.0
SHCHD2,-0.00011704482960117453
SHCHF,-0.00011704482960117453
SHK3Dr,2.698022170822595
SHKK,2.698022170822595
SHSL1,-0.08078262316813833
SKMt2pp,0.0
SKMtex,0.0
SLNTtex,0.0
SLNTtpp,0.0
SO2tex,0.0
SO2tpp,0.0
SO3tex,0.0
SO4t2pp,-0.13237647026551283
SO4tex,0.0
SOTA,-0.0019904078007931822
SPMDAT1,0.0
SPMDAT2,0.0
SPMDabcpp,0.0
SPMDt3pp,0.0
SPMDtex,0.0
SPMS,0.0
SPODM,0.0
SPODMpp,0.0
SSALx,0.0
SSALy,-0.02192914781103617
SUCASPtpp,0.0
SUCBZL,0.0
SUCBZS,0.0
SUCCt2_2pp,0.0
SUCCt2_3pp,0.0
SUCCt3pp,0.0
SUCCtex,0.0
SUCDi,-0.6775296151032426
SUCFUMtpp,0.0
SUCMALtpp,0.0
SUCOAS,0.0
SUCRtex,0.0
SUCTARTtpp,0.0
SUCptspp,0.0
SULFACabcpp,0.0
SULFACtex,0.0
SULRi,-0.13009960716771068
SULabcpp,0.0
T2DECAI,0.0
TAGURr,0.0
TALA,0.10357819720110319
TARTD,0.0
TARTRDtex,0.0
TARTRt7pp,0.0
TARTRtex,0.0
TARTt2_3pp,0.0
TAUDO,0.0
TAURabcpp,0.0
TAURtex,0.0
TCYNTtex,0.0
TDP,-1.4374322460362228e-05
TDPADGAT,0.0
TDPAGTA,0.0
TDPDRE,0.0
TDPDRR,0.0
TDPGDH,0.0
TDSK,-0.01021176773417243
TDSR1,0.0
TDSR2,0.0
TGBPA,0.0
THD2pp,0.5991158578563762
THDPS,-0.21653035698170647
THFAT,0.0
THIORDXi,0.0
THMDt2pp,0.0
THMDt2rpp,0.0
THMDtex,0.0
THMabcpp,0.0
THMtex,0.0
THRA2i,0.0
THRAi,-0.008628470144281912
THRD,-0.047539140546472854
THRD_L,-0.1524884183820612
THRPtex,0.0
THRS,-0.34180738192946686
THRTRS,0.0
THRabcpp,0.0
THRt2pp,0.0
THRt2rpp,0.0
THRt4pp,0.0
THRtex,0.0
THYMt3pp,0.0
THYMtex,0.0
THZPSN3,-0.00011704482960117455
TKT1,0.10357819720110317
TKT2,0.07423529763591805
TMAOR1,0.0
TMAOR1pp,0.0
TMAOR2,0.0
TMAOR2pp,0.0
TMAOtex,0.0
TMAtex,0.0
TMDK1,0.0
TMDPP,0.0
TMDS,-0.013733609916342301
TMK,0.0
TMPK,-0.00013141915206153678
TMPPP,-0.00011704482960117453
TPI,-8.765121169122353e-32
TPRDCOAS,0.0
TRDR,-0.13009960716771057
TRE6PH,0.0
TRE6PP,0.0
TRE6PS,0.0
TREH,0.0
TREHpp,0.0
TREptspp,0.0
TREtex,0.0
TRPAS2,-0.0036640341327998653
TRPS1,0.0
TRPS2,0.0
TRPS3,2.8682231984627315
TRPTRS,0.0
TRPt2rpp,0.0
TRPtex,0.0
TRSARr,-0.01323268781382621
TSULabcpp,0.0
TSULtex,0.0
TTDCAtexi,0.0
TTDCEAtexi,0.0
TTRCYCtex,0.0
TTRCYCtpp,0.0
TUNGSabcpp,0.0
TUNGStex,0.0
TYMtex,0.0
TYRL,-0.00011704482960117453
TYROXDApp,0.0
TYRPpp,0.0
TYRPtex,0.0
TYRTA,0.0
TYRTRS,0.0
TYRt2rpp,0.0
TYRtex,0.0
ThDPAT,0.0
U23GAAT,-0.02042353546834487
UAAGDS,-0.016820955221129273
UACGALPpp,0.0
UACGAMPpp,0.0
UACGAMtex,0.0
UACMAMO,0.0
UAG2E,0.0
UAGAAT,6.847750913376838e-34
UAGCVT,-0.016820955221129273
UAGDP,-0.05406544591060341
UAGPT3,-0.016820955221129273
UAMAGS,-0.016820955221129273
UAMAS,-0.016820955221129273
UAPGR,-0.016820955221129273
UDCPDP,-0.016820955221129273
UDCPDPS,-2.8867558870245505e-05
UDCPDPpp,0.0
UDCPPtppi,0.0
UDPACGALtex,0.0
UDPG4E,0.0
UDPGALM,0.0
UDPGALPpp,0.0
UDPGALtex,0.0
UDPGD,0.0
UDPGDC,0.0
UDPGLCURtex,0.0
UDPGPpp,0.0
UDPGtex,0.0
UDPKAAT,0.0
UGLCURPpp,0.0
UGLT,0.0
UGLYCH,-0.02389312212277311
UGMDDS,-0.016820955221129273
UHGADA,-0.02042353546834487
ULA4NFT,0.0
ULA4Ntppi,0.0
UM3PL,0.0
UM4PCP,0.0
UM4PL,0.0
UMPK,5.4782007307014706e-33
UMPtex,0.0
UPLA4FNF,0.0
UPLA4FNT,0.0
UPP3MT,-0.0001170448296011745
UPP3S,-0.00023408965920234905
UPPDC1,-0.00011704482960117453
UPPRT,0.0
URACPAH,0.0
URAt2pp,0.0
URAt2rpp,0.0
URAtex,0.0
URDGLYCD,0.0
UREAtex,0.0
UREAtpp,0.0
URIC,-0.033926603039078206
URIH,0.0
URIK2,0.0
URIt2pp,0.0
URIt2rpp,0.0
URItex,0.0
USHD,-0.010211767734172442
VALTA,0.0
VALTRS,0.0
VALabcpp,0.0
VALt2rpp,0.0
VALtex,0.0
VPAMTr,0.0
WCOS,0.0
X5PL3E,0.0
XAND,-0.033926603039078206
XANt2pp,0.0
XANtex,0.0
XANtpp,0.0
XMPtex,0.0
XPPT,0.0
XTSNH,0.0
XTSNt2rpp,0.0
XTSNtex,0.0
XYLI1,0.0
XYLI2,0.0
XYLK,0.0
XYLK2,0.0
XYLUt2pp,0.0
XYLUtex,0.0
XYLabcpp,0.0
XYLt2pp,0.0
XYLtex,0.0
ZN2abcpp,-2.19804661837826e-05
ZN2t3pp,0.0
ZN2tpp,-0.00020095933117930063
ZNabcpp,0.0
Zn2tex,-5.349805401075655e-36
12PPDRtex_reverse,0.0
12PPDRtpp_reverse,0.0
12PPDStex_reverse,0.0
12PPDStpp_reverse,0.0
23CAMPtex_reverse,0.0
23CCMPtex_reverse,0.0
23CGMPtex_reverse,0.0
23CUMPtex_reverse,0.0
23DAPPAtex_reverse,0.0
26DAHtex_reverse,0.0
34dhpactex_reverse,0.0
3AMPtex_reverse,0.0
3CMPtex_reverse,0.0
3GMPtex_reverse,0.0
3HPPtex_reverse,0.0
3OAR100_reverse,0.0
3OAR120_reverse,0.0
3OAR140_reverse,0.026699573293552978
3OAR160_reverse,0.0
3OAR180_reverse,0.0
3OAR40_reverse,0.0
3OAR60_reverse,0.0
3OAR80_reverse,0.0
3PEPTtex_reverse,0.0
3UMPtex_reverse,0.0
4HOXPACDtex_reverse,0.0
4PEPTtex_reverse,0.0
5DGLCNR_reverse,0.0
5DGLCNt2rpp_reverse,0.0
5DGLCNtex_reverse,0.0
5MTRtex_reverse,0.0
A5PISO_reverse,0.0
ABUTtex_reverse,0.0
ACACT1r_reverse,0.1867888518316861
ACACT2r_reverse,0.06469484299495668
ACACT3r_reverse,0.06469484299495668
ACACT4r_reverse,0.06469484299495668
ACACT5r_reverse,0.06469484299495668
ACACT6r_reverse,0.14594178089499638
ACACT7r_reverse,0.16386494953194022
ACACT8r_reverse,0.0
ACACt2pp_reverse,0.0
ACACtex_reverse,0.0
ACALD_reverse,0.20725154716547398
ACALDtex_reverse,0.0
ACALDtpp_reverse,0.0
ACGAL1Ptex_reverse,0.0
ACGALtex_reverse,0.0
ACGAM1Ptex_reverse,0.0
ACGAtex_reverse,0.0
ACKr_reverse,0.0
ACMANAtex_reverse,0.0
ACNAMtex_reverse,0.0
ACOAD1f_reverse,-0.12209400883672944
ACOAD2f_reverse,-0.12209400883672944
ACOAD3f_reverse,-0.12209400883672944
ACOAD4f_reverse,-0.12209400883672944
ACOAD5f_reverse,5.4782007307014706e-33
ACOAD6f_reverse,-0.14594178089499635
ACOAD7f_reverse,-0.06698743279075653
ACOAD8f_reverse,0.0
ACOATA_reverse,-0.007256474145375893
ACONIs_reverse,0.0
ACONTa_reverse,0.8229327136999585
ACONTb_reverse,1.2495277677573962
ACOTA_reverse,-0.187189290328081
ACSERtex_reverse,0.0
ACt2rpp_reverse,0.0
ACtex_reverse,0.0
ADEt2rpp_reverse,-0.013414808897311432
ADEtex_reverse,-0.013414808897311432
ADK1_reverse,0.0
ADK3_reverse,0.0
ADK4_reverse,0.0
ADNt2rpp_reverse,0.0
ADNtex_reverse,0.0
ADSL1r_reverse,0.18990852466421004
ADSL2r_reverse,0.282474470490687
AGMtex_reverse,0.0
AGPR_reverse,-0.058735331064754315
AICART_reverse,0.25026623392166214
AIRC3_reverse,-0.28248884481314734
AKGt2rpp_reverse,0.0
AKGtex_reverse,0.0
ALAALAr_reverse,0.01764722533851384
ALAALAtex_reverse,0.0
ALAGLUE_reverse,0.0
ALAR_reverse,0.023211907793334933
ALATA_L_reverse,-0.15384125646521543
ALAt2rpp_reverse,0.0
ALAtex_reverse,0.0
ALCD19_reverse,0.0
ALCD2x_reverse,0.0
ALDD19xr_reverse,0.0
ALLPI_reverse,0.0
ALLTNt2rpp_reverse,-0.0100334809163051
ALLTNtex_reverse,-0.0100334809163051
ALLULPE_reverse,0.0
ALLtex_reverse,0.0
AMANAPEr_reverse,0.0
AMAOTr_reverse,1.4414231673893026e-06
AMPtex_reverse,0.0
ANHGMtex_reverse,0.0
APPLDHr_reverse,0.0
ARAI_reverse,0.0
ARBt2rpp_reverse,0.0
ARBtex_reverse,0.0
ARGAGMt7pp_reverse,0.0
ARGORNt7pp_reverse,0.0
ARGSL_reverse,0.187189290328081
ARGtex_reverse,-0.008018953382661379
ASAD_reverse,-0.11726901687585022
ASCBtex_reverse,0.0
ASNt2rpp_reverse,0.0
ASNtex_reverse,0.0
ASO3tex_reverse,0.0
ASPK_reverse,0.6391203620793117
ASPTA_reverse,-0.5220093644871239
ASPt2rpp_reverse,0.0
ASPtex_reverse,0.0
ATHRDHr_reverse,0.0
ATPS4rpp_reverse,5.772142991191317
BALAtex_reverse,0.0
BTNtex_reverse,0.0
BUTSO3tex_reverse,0.0
BUTt2rpp_reverse,0.0
BUTtex_reverse,0.0
CA2tex_reverse,0.002731920798538626
CAt6pp_reverse,-8.559688641721048e-35
CBIAT_reverse,0.0
CBLAT_reverse,0.0
CBMKr_reverse,0.023343866876093976
CD2tex_reverse,0.0
CGLYtex_reverse,0.0
CHLtex_reverse,0.0
CHTBStex_reverse,0.0
CITtex_reverse,0.0
CLPNS120pp_reverse,0.0
CLPNS140pp_reverse,0.0
CLPNS141pp_reverse,0.0
CLPNS160pp_reverse,0.0
CLPNS161pp_reverse,0.0
CLPNS180pp_reverse,0.0
CLPNS181pp_reverse,0.0
CLtex_reverse,0.002731920798538626
CMPtex_reverse,0.0
CMtex_reverse,0.0
CO2tex_reverse,-1.331364668186872
CO2tpp_reverse,-1.331364668186872
COBALT2tex_reverse,1.3995884080642186e-05
CRNBTCT_reverse,0.0
CRNCAR_reverse,0.0
CRNCBCT_reverse,0.0
CRNCDH_reverse,0.0
CRNDt2rpp_reverse,0.0
CRNDtex_reverse,0.0
CRNt2rpp_reverse,0.0
CRNtex_reverse,0.0
CSNtex_reverse,0.0
CTBTt2rpp_reverse,0.0
CTECOAI6_reverse,0.0
CTECOAI7_reverse,-0.07895434810423986
CTECOAI8_reverse,0.0
CU2tex_reverse,0.0003721290770727926
CUtex_reverse,0.0
CYANtex_reverse,0.0
CYNTtex_reverse,0.0
CYSDtex_reverse,0.0
CYStex_reverse,0.0
CYTDt2rpp_reverse,0.0
CYTDtex_reverse,0.0
CYTK1_reverse,0.11255361180769108
CYTK2_reverse,0.0
D_DASH_LACt2pp_reverse,0.0
D_DASH_LACtex_reverse,0.0
DADK_reverse,0.0
DADNtex_reverse,0.0
DALAtex_reverse,0.0
DAMPtex_reverse,0.0
DAPE_reverse,0.21653035698170645
DAPtex_reverse,0.0
DCAtex_reverse,0.0
DCMPtex_reverse,0.0
DCYTtex_reverse,0.0
DDGLCNt2rpp_reverse,0.0
DDGLCNtex_reverse,0.0
DDPGALA_reverse,0.0
DGK1_reverse,0.0
DGMPtex_reverse,0.0
DGSNtex_reverse,0.0
DHACOAH_reverse,0.0
DHAtex_reverse,0.0
DHAtpp_reverse,0.0
DHBD_reverse,0.0
DHFR_reverse,0.014084744405145849
DHNPA2r_reverse,0.00035113448880357044
DHNPTE_reverse,0.0
DHORTS_reverse,-0.17362262066332082
DHPTPE_reverse,0.0
DIMPtex_reverse,0.0
DINStex_reverse,0.0
DMSOtex_reverse,0.0
DMSOtpp_reverse,0.0
DMStex_reverse,0.0
DOPAtex_reverse,0.0
DOXRBCNtex_reverse,0.0
DSERDHr_reverse,0.0
DSERtex_reverse,0.0
DTMPK_reverse,0.016617147625145857
DTMPtex_reverse,0.0
DUMPtex_reverse,0.0
DURADx_reverse,0.0
DURIPP_reverse,0.0
DURItex_reverse,0.0
E4PD_reverse,0.0001089571103774186
ECOAH1_reverse,0.1867888518316861
ECOAH2_reverse,0.1867888518316861
ECOAH3_reverse,0.1867888518316861
ECOAH4_reverse,0.1867888518316861
ECOAH5_reverse,0.1867888518316861
ECOAH6_reverse,0.14594178089499638
ECOAH7_reverse,0.09539443554317645
ECOAH8_reverse,0.0
ENO_reverse,0.0
ETHAtex_reverse,0.0
ETHSO3tex_reverse,0.0
ETOHtex_reverse,0.0
ETOHtrpp_reverse,0.0
F6PA_reverse,0.3325764504160512
F6Ptex_reverse,0.0
FALDH2_reverse,0.0
FALDtex_reverse,0.0
FALDtpp_reverse,0.0
FALGTHLs_reverse,0.0
FBA_reverse,2.1085788647650694
FBA3_reverse,0.0
FCI_reverse,0.0
FCLPA_reverse,0.0
FE2tex_reverse,0.008429852054818226
FE3tex_reverse,0.0
FORCT_reverse,0.0
FORtex_reverse,0.0
FRULYSDG_reverse,0.0
FRULYSE_reverse,0.0
FRULYStex_reverse,0.0
FRUURt2rpp_reverse,0.0
FRUURtex_reverse,0.0
FRUtex_reverse,0.0
FUCtex_reverse,0.0
FUCtpp_reverse,0.0
FUM_reverse,0.2493840199406015
FUMtex_reverse,0.0
FUSAtex_reverse,0.0
G1Ptex_reverse,0.0
G1SAT_reverse,0.0018727172736187924
G3PCtex_reverse,0.0
G3PD2_reverse,-0.07297089044749817
G3PEtex_reverse,0.0
G3PGtex_reverse,0.0
G3PItex_reverse,0.0
G3PStex_reverse,0.0
G6PDH2r_reverse,0.0
G6Ptex_reverse,0.0
GAL1Ptex_reverse,0.0
GALBDtex_reverse,0.0
GALCTNLtex_reverse,0.0
GALCTNtex_reverse,0.0
GALCTt2rpp_reverse,0.0
GALCTtex_reverse,0.0
GALKr_reverse,0.0
GALTtex_reverse,0.0
GALURt2rpp_reverse,0.0
GALURtex_reverse,0.0
